	IN	OUT	RMSE	MAE	span	delta
147	0	1	0.71	0.50	950	1200
148	0	1	0.71	0.50	1000	1200
149	0	1	0.71	0.50	1050	1200
150	0	1	0.71	0.50	1100	1200
151	0	1	0.71	0.50	1150	1200
152	0	1	0.71	0.50	1200	1200
153	0	0	0.00	0.00	400	1250
154	0	0	0.00	0.00	450	1250
155	0	0	0.00	0.00	500	1250
156	0	0	0.00	0.00	550	1250
157	0	1	0.71	0.50	600	1250
158	0	1	0.71	0.50	650	1250
159	0	1	0.71	0.50	700	1250
160	0	1	0.71	0.50	750	1250
161	0	2	1.41	1.00	800	1250
162	0	2	1.41	1.00	850	1250
163	0	2	1.41	1.00	900	1250
164	0	2	1.41	1.00	950	1250
165	0	2	1.41	1.00	1000	1250
166	0	2	1.41	1.00	1050	1250
167	0	2	1.41	1.00	1100	1250
168	0	2	1.41	1.00	1150	1250
169	0	2	1.41	1.00	1200	1250
170	0	0	0.00	0.00	400	1300
171	0	0	0.00	0.00	450	1300
172	0	0	0.00	0.00	500	1300
173	0	0	0.00	0.00	550	1300
174	0	1	0.71	0.50	600	1300
175	0	1	0.71	0.50	650	1300
176	0	1	0.71	0.50	700	1300
177	0	1	0.71	0.50	750	1300
178	0	2	1.41	1.00	800	1300
179	0	2	1.41	1.00	850	1300
180	0	2	1.41	1.00	900	1300
181	0	2	1.41	1.00	950	1300
182	0	2	1.41	1.00	1000	1300
183	0	2	1.41	1.00	1050	1300
184	0	2	1.41	1.00	1100	1300
185	0	2	1.41	1.00	1150	1300
186	0	2	1.41	1.00	1200	1300
187	0	0	0.00	0.00	400	1350
188	0	0	0.00	0.00	450	1350
189	0	0	0.00	0.00	500	1350
190	0	0	0.00	0.00	550	1350
191	0	1	0.71	0.50	600	1350
192	0	1	0.71	0.50	650	1350
193	0	1	0.71	0.50	700	1350
194	0	1	0.71	0.50	750	1350
195	0	2	1.41	1.00	800	1350
196	0	2	1.41	1.00	850	1350
197	0	2	1.41	1.00	900	1350
198	0	2	1.41	1.00	950	1350
199	0	2	1.41	1.00	1000	1350
200	0	2	1.41	1.00	1050	1350
201	0	2	1.41	1.00	1100	1350
202	0	2	1.41	1.00	1150	1350
203	0	2	1.41	1.00	1200	1350
204	0	0	0.00	0.00	400	1400
205	0	0	0.00	0.00	450	1400
206	0	0	0.00	0.00	500	1400
207	0	0	0.00	0.00	550	1400
208	0	1	0.71	0.50	600	1400
209	0	1	0.71	0.50	650	1400
210	0	1	0.71	0.50	700	1400
211	0	1	0.71	0.50	750	1400
212	0	2	1.41	1.00	800	1400
213	0	2	1.41	1.00	850	1400
214	0	2	1.41	1.00	900	1400
215	0	2	1.41	1.00	950	1400
216	0	2	1.41	1.00	1000	1400
217	0	2	1.41	1.00	1050	1400
218	0	2	1.41	1.00	1100	1400
219	0	2	1.41	1.00	1150	1400
220	0	2	1.41	1.00	1200	1400
221	0	0	0.00	0.00	400	1450
222	0	0	0.00	0.00	450	1450
223	0	0	0.00	0.00	500	1450
224	0	0	0.00	0.00	550	1450
225	0	1	0.71	0.50	600	1450
226	0	1	0.71	0.50	650	1450
227	0	1	0.71	0.50	700	1450
228	0	1	0.71	0.50	750	1450
229	0	2	1.41	1.00	800	1450
230	0	2	1.41	1.00	850	1450
231	0	2	1.41	1.00	900	1450
232	0	2	1.41	1.00	950	1450
233	0	2	1.41	1.00	1000	1450
234	0	2	1.41	1.00	1050	1450
235	0	2	1.41	1.00	1100	1450
236	0	2	1.41	1.00	1150	1450
237	0	2	1.41	1.00	1200	1450
238	0	0	0.00	0.00	400	1500
239	0	0	0.00	0.00	450	1500
240	0	0	0.00	0.00	500	1500
241	0	0	0.00	0.00	550	1500
242	0	1	0.71	0.50	600	1500
243	0	1	0.71	0.50	650	1500
244	0	1	0.71	0.50	700	1500
245	0	1	0.71	0.50	750	1500
246	0	2	1.41	1.00	800	1500
247	0	2	1.41	1.00	850	1500
248	0	2	1.41	1.00	900	1500
249	0	2	1.41	1.00	950	1500
250	0	2	1.41	1.00	1000	1500
251	0	2	1.41	1.00	1050	1500
252	0	2	1.41	1.00	1100	1500
253	0	2	1.41	1.00	1150	1500
254	0	2	1.41	1.00	1200	1500
255	0	0	0.00	0.00	400	1550
256	0	0	0.00	0.00	450	1550
257	0	0	0.00	0.00	500	1550
258	0	0	0.00	0.00	550	1550
259	0	1	0.71	0.50	600	1550
260	0	1	0.71	0.50	650	1550
261	0	1	0.71	0.50	700	1550
262	0	1	0.71	0.50	750	1550
263	0	2	1.41	1.00	800	1550
264	0	2	1.41	1.00	850	1550
265	0	2	1.41	1.00	900	1550
266	0	2	1.41	1.00	950	1550
267	0	2	1.41	1.00	1000	1550
268	0	2	1.41	1.00	1050	1550
269	0	2	1.41	1.00	1100	1550
270	0	2	1.41	1.00	1150	1550
271	0	2	1.41	1.00	1200	1550
272	0	0	0.00	0.00	400	1600
273	0	0	0.00	0.00	450	1600
274	0	0	0.00	0.00	500	1600
275	0	0	0.00	0.00	550	1600
276	0	1	0.71	0.50	600	1600
277	0	1	0.71	0.50	650	1600
278	0	1	0.71	0.50	700	1600
279	0	1	0.71	0.50	750	1600
280	0	2	1.41	1.00	800	1600
281	0	2	1.41	1.00	850	1600
282	0	2	1.41	1.00	900	1600
283	0	2	1.41	1.00	950	1600
284	0	2	1.41	1.00	1000	1600
285	0	2	1.41	1.00	1050	1600
286	0	2	1.41	1.00	1100	1600
287	0	2	1.41	1.00	1150	1600
288	0	2	1.41	1.00	1200	1600
289	0	0	0.00	0.00	400	1650
290	0	0	0.00	0.00	450	1650
291	0	0	0.00	0.00	500	1650
292	0	0	0.00	0.00	550	1650
293	0	1	0.71	0.50	600	1650
294	0	1	0.71	0.50	650	1650
295	0	1	0.71	0.50	700	1650
296	0	1	0.71	0.50	750	1650
297	0	2	1.41	1.00	800	1650
298	0	2	1.41	1.00	850	1650
299	0	2	1.41	1.00	900	1650
300	0	2	1.41	1.00	950	1650
301	0	2	1.41	1.00	1000	1650
302	0	2	1.41	1.00	1050	1650
303	0	2	1.41	1.00	1100	1650
304	0	2	1.41	1.00	1150	1650
305	0	2	1.41	1.00	1200	1650
306	0	0	0.00	0.00	400	1700
307	0	0	0.00	0.00	450	1700
308	0	0	0.00	0.00	500	1700
309	0	0	0.00	0.00	550	1700
310	0	1	0.71	0.50	600	1700
311	0	1	0.71	0.50	650	1700
312	0	1	0.71	0.50	700	1700
313	0	1	0.71	0.50	750	1700
314	0	2	1.41	1.00	800	1700
315	0	2	1.41	1.00	850	1700
316	0	2	1.41	1.00	900	1700
317	0	2	1.41	1.00	950	1700
318	0	2	1.41	1.00	1000	1700
319	0	2	1.41	1.00	1050	1700
320	0	2	1.41	1.00	1100	1700
321	0	2	1.41	1.00	1150	1700
322	0	2	1.41	1.00	1200	1700
323	0	0	0.00	0.00	400	1750
324	0	0	0.00	0.00	450	1750
325	0	0	0.00	0.00	500	1750
326	0	0	0.00	0.00	550	1750
327	0	1	0.71	0.50	600	1750
328	0	1	0.71	0.50	650	1750
329	0	1	0.71	0.50	700	1750
330	0	1	0.71	0.50	750	1750
331	0	2	1.41	1.00	800	1750
332	0	2	1.41	1.00	850	1750
333	0	2	1.41	1.00	900	1750
334	0	2	1.41	1.00	950	1750
335	0	2	1.41	1.00	1000	1750
336	0	2	1.41	1.00	1050	1750
337	0	2	1.41	1.00	1100	1750
338	0	2	1.41	1.00	1150	1750
339	0	2	1.41	1.00	1200	1750
