	IN	OUT	RMSE	MAE	enough_zero	delta
57	4	4	1.58	1.50	15	1150
58	4	4	1.58	1.50	16	1150
59	4	4	1.58	1.50	17	1150
60	4	4	1.58	1.50	18	1150
61	4	4	1.58	1.50	19	1150
62	1	4	1.00	1.00	20	1150
63	1	4	1.00	1.00	21	1150
64	1	3	0.71	0.50	22	1150
65	1	3	0.71	0.50	23	1150
66	1	3	0.71	0.50	24	1150
67	0	3	1.41	1.00	25	1150
68	0	3	1.41	1.00	26	1150
69	0	2	1.58	1.50	27	1150
70	0	2	1.58	1.50	28	1150
71	0	2	1.58	1.50	29	1150
72	0	1	2.00	2.00	30	1150
73	0	1	2.00	2.00	31	1150
74	0	1	2.00	2.00	32	1150
75	0	0	2.55	2.50	33	1150
76	4	4	1.58	1.50	15	1200
77	4	4	1.58	1.50	16	1200
78	4	4	1.58	1.50	17	1200
79	4	4	1.58	1.50	18	1200
80	4	4	1.58	1.50	19	1200
81	1	4	1.00	1.00	20	1200
82	1	4	1.00	1.00	21	1200
83	1	3	0.71	0.50	22	1200
84	1	3	0.71	0.50	23	1200
85	1	3	0.71	0.50	24	1200
86	0	3	1.41	1.00	25	1200
87	0	3	1.41	1.00	26	1200
88	0	2	1.58	1.50	27	1200
89	0	2	1.58	1.50	28	1200
90	0	2	1.58	1.50	29	1200
91	0	1	2.00	2.00	30	1200
92	0	1	2.00	2.00	31	1200
93	0	1	2.00	2.00	32	1200
94	0	0	2.55	2.50	33	1200
95	4	4	1.58	1.50	15	1250
96	4	4	1.58	1.50	16	1250
97	4	4	1.58	1.50	17	1250
98	4	4	1.58	1.50	18	1250
99	4	4	1.58	1.50	19	1250
100	1	4	1.00	1.00	20	1250
101	1	4	1.00	1.00	21	1250
102	1	3	0.71	0.50	22	1250
103	1	3	0.71	0.50	23	1250
104	1	3	0.71	0.50	24	1250
105	0	3	1.41	1.00	25	1250
106	0	3	1.41	1.00	26	1250
107	0	2	1.58	1.50	27	1250
108	0	2	1.58	1.50	28	1250
109	0	2	1.58	1.50	29	1250
110	0	1	2.00	2.00	30	1250
111	0	1	2.00	2.00	31	1250
112	0	1	2.00	2.00	32	1250
113	0	0	2.55	2.50	33	1250
114	4	4	1.58	1.50	15	1300
115	4	4	1.58	1.50	16	1300
116	4	4	1.58	1.50	17	1300
117	4	4	1.58	1.50	18	1300
118	4	4	1.58	1.50	19	1300
119	1	4	1.00	1.00	20	1300
120	1	4	1.00	1.00	21	1300
121	1	3	0.71	0.50	22	1300
122	1	3	0.71	0.50	23	1300
123	1	3	0.71	0.50	24	1300
124	0	3	1.41	1.00	25	1300
125	0	3	1.41	1.00	26	1300
126	0	2	1.58	1.50	27	1300
127	0	2	1.58	1.50	28	1300
128	0	2	1.58	1.50	29	1300
129	0	1	2.00	2.00	30	1300
130	0	1	2.00	2.00	31	1300
131	0	1	2.00	2.00	32	1300
132	0	0	2.55	2.50	33	1300
133	4	4	1.58	1.50	15	1350
134	4	4	1.58	1.50	16	1350
135	4	4	1.58	1.50	17	1350
136	4	4	1.58	1.50	18	1350
137	4	4	1.58	1.50	19	1350
138	1	4	1.00	1.00	20	1350
139	1	4	1.00	1.00	21	1350
140	1	3	0.71	0.50	22	1350
141	1	3	0.71	0.50	23	1350
142	1	3	0.71	0.50	24	1350
143	0	3	1.41	1.00	25	1350
144	0	3	1.41	1.00	26	1350
145	0	2	1.58	1.50	27	1350
146	0	2	1.58	1.50	28	1350
147	0	2	1.58	1.50	29	1350
148	0	1	2.00	2.00	30	1350
149	0	1	2.00	2.00	31	1350
150	0	1	2.00	2.00	32	1350
151	0	0	2.55	2.50	33	1350
152	4	4	1.58	1.50	15	1400
153	4	4	1.58	1.50	16	1400
154	4	4	1.58	1.50	17	1400
155	4	4	1.58	1.50	18	1400
156	4	4	1.58	1.50	19	1400
157	1	4	1.00	1.00	20	1400
158	1	4	1.00	1.00	21	1400
159	1	3	0.71	0.50	22	1400
160	1	3	0.71	0.50	23	1400
161	1	3	0.71	0.50	24	1400
162	0	3	1.41	1.00	25	1400
163	0	3	1.41	1.00	26	1400
164	0	2	1.58	1.50	27	1400
165	0	2	1.58	1.50	28	1400
166	0	2	1.58	1.50	29	1400
167	0	1	2.00	2.00	30	1400
168	0	1	2.00	2.00	31	1400
169	0	1	2.00	2.00	32	1400
170	0	0	2.55	2.50	33	1400
171	4	4	1.58	1.50	15	1450
172	4	4	1.58	1.50	16	1450
173	4	4	1.58	1.50	17	1450
174	4	4	1.58	1.50	18	1450
175	4	4	1.58	1.50	19	1450
176	1	4	1.00	1.00	20	1450
177	1	4	1.00	1.00	21	1450
178	1	3	0.71	0.50	22	1450
179	1	3	0.71	0.50	23	1450
180	1	3	0.71	0.50	24	1450
181	0	3	1.41	1.00	25	1450
182	0	3	1.41	1.00	26	1450
183	0	2	1.58	1.50	27	1450
184	0	2	1.58	1.50	28	1450
185	0	2	1.58	1.50	29	1450
186	0	1	2.00	2.00	30	1450
187	0	1	2.00	2.00	31	1450
188	0	1	2.00	2.00	32	1450
189	0	0	2.55	2.50	33	1450
190	4	4	1.58	1.50	15	1500
191	4	4	1.58	1.50	16	1500
192	4	4	1.58	1.50	17	1500
193	4	4	1.58	1.50	18	1500
194	4	4	1.58	1.50	19	1500
195	1	4	1.00	1.00	20	1500
196	1	4	1.00	1.00	21	1500
197	1	3	0.71	0.50	22	1500
198	1	3	0.71	0.50	23	1500
199	1	3	0.71	0.50	24	1500
200	0	3	1.41	1.00	25	1500
201	0	3	1.41	1.00	26	1500
202	0	2	1.58	1.50	27	1500
203	0	2	1.58	1.50	28	1500
204	0	2	1.58	1.50	29	1500
205	0	1	2.00	2.00	30	1500
206	0	1	2.00	2.00	31	1500
207	0	1	2.00	2.00	32	1500
208	0	0	2.55	2.50	33	1500
209	4	4	1.58	1.50	15	1550
210	4	4	1.58	1.50	16	1550
211	4	4	1.58	1.50	17	1550
212	4	4	1.58	1.50	18	1550
213	4	4	1.58	1.50	19	1550
214	1	4	1.00	1.00	20	1550
215	1	4	1.00	1.00	21	1550
216	1	3	0.71	0.50	22	1550
217	1	3	0.71	0.50	23	1550
218	1	3	0.71	0.50	24	1550
219	0	3	1.41	1.00	25	1550
220	0	3	1.41	1.00	26	1550
221	0	2	1.58	1.50	27	1550
222	0	2	1.58	1.50	28	1550
223	0	2	1.58	1.50	29	1550
224	0	1	2.00	2.00	30	1550
225	0	1	2.00	2.00	31	1550
226	0	1	2.00	2.00	32	1550
227	0	0	2.55	2.50	33	1550
228	4	4	1.58	1.50	15	1600
229	4	4	1.58	1.50	16	1600
230	4	4	1.58	1.50	17	1600
231	4	4	1.58	1.50	18	1600
232	4	4	1.58	1.50	19	1600
233	1	4	1.00	1.00	20	1600
234	1	4	1.00	1.00	21	1600
235	1	3	0.71	0.50	22	1600
236	1	3	0.71	0.50	23	1600
237	1	3	0.71	0.50	24	1600
238	0	3	1.41	1.00	25	1600
239	0	3	1.41	1.00	26	1600
240	0	2	1.58	1.50	27	1600
241	0	2	1.58	1.50	28	1600
242	0	2	1.58	1.50	29	1600
243	0	1	2.00	2.00	30	1600
244	0	1	2.00	2.00	31	1600
245	0	1	2.00	2.00	32	1600
246	0	0	2.55	2.50	33	1600
247	4	4	1.58	1.50	15	1650
248	4	4	1.58	1.50	16	1650
249	4	4	1.58	1.50	17	1650
250	4	4	1.58	1.50	18	1650
251	4	4	1.58	1.50	19	1650
252	1	4	1.00	1.00	20	1650
253	1	4	1.00	1.00	21	1650
254	1	3	0.71	0.50	22	1650
255	1	3	0.71	0.50	23	1650
256	1	3	0.71	0.50	24	1650
257	0	3	1.41	1.00	25	1650
258	0	3	1.41	1.00	26	1650
259	0	2	1.58	1.50	27	1650
260	0	2	1.58	1.50	28	1650
261	0	2	1.58	1.50	29	1650
262	0	1	2.00	2.00	30	1650
263	0	1	2.00	2.00	31	1650
264	0	1	2.00	2.00	32	1650
265	0	0	2.55	2.50	33	1650
266	4	4	1.58	1.50	15	1700
267	4	4	1.58	1.50	16	1700
268	4	4	1.58	1.50	17	1700
269	4	4	1.58	1.50	18	1700
270	4	4	1.58	1.50	19	1700
271	1	4	1.00	1.00	20	1700
272	1	4	1.00	1.00	21	1700
273	1	3	0.71	0.50	22	1700
274	1	3	0.71	0.50	23	1700
275	1	3	0.71	0.50	24	1700
276	0	3	1.41	1.00	25	1700
277	0	3	1.41	1.00	26	1700
278	0	2	1.58	1.50	27	1700
279	0	2	1.58	1.50	28	1700
280	0	2	1.58	1.50	29	1700
281	0	1	2.00	2.00	30	1700
282	0	1	2.00	2.00	31	1700
283	0	1	2.00	2.00	32	1700
284	0	0	2.55	2.50	33	1700
285	4	4	1.58	1.50	15	1750
286	4	4	1.58	1.50	16	1750
287	4	4	1.58	1.50	17	1750
288	4	4	1.58	1.50	18	1750
289	4	4	1.58	1.50	19	1750
290	1	4	1.00	1.00	20	1750
291	1	4	1.00	1.00	21	1750
292	1	3	0.71	0.50	22	1750
293	1	3	0.71	0.50	23	1750
294	1	3	0.71	0.50	24	1750
295	0	3	1.41	1.00	25	1750
296	0	3	1.41	1.00	26	1750
297	0	2	1.58	1.50	27	1750
298	0	2	1.58	1.50	28	1750
299	0	2	1.58	1.50	29	1750
300	0	1	2.00	2.00	30	1750
301	0	1	2.00	2.00	31	1750
302	0	1	2.00	2.00	32	1750
303	0	0	2.55	2.50	33	1750
304	4	4	1.58	1.50	15	1800
305	4	4	1.58	1.50	16	1800
306	4	4	1.58	1.50	17	1800
307	4	4	1.58	1.50	18	1800
308	4	4	1.58	1.50	19	1800
309	1	4	1.00	1.00	20	1800
310	1	4	1.00	1.00	21	1800
311	1	3	0.71	0.50	22	1800
312	1	3	0.71	0.50	23	1800
313	1	3	0.71	0.50	24	1800
314	0	3	1.41	1.00	25	1800
315	0	3	1.41	1.00	26	1800
316	0	2	1.58	1.50	27	1800
317	0	2	1.58	1.50	28	1800
318	0	2	1.58	1.50	29	1800
319	0	1	2.00	2.00	30	1800
320	0	1	2.00	2.00	31	1800
321	0	1	2.00	2.00	32	1800
322	0	0	2.55	2.50	33	1800
323	4	4	1.58	1.50	15	1850
324	4	4	1.58	1.50	16	1850
325	4	4	1.58	1.50	17	1850
326	4	4	1.58	1.50	18	1850
327	4	4	1.58	1.50	19	1850
328	1	4	1.00	1.00	20	1850
329	1	4	1.00	1.00	21	1850
330	1	3	0.71	0.50	22	1850
331	1	3	0.71	0.50	23	1850
332	1	3	0.71	0.50	24	1850
333	0	3	1.41	1.00	25	1850
334	0	3	1.41	1.00	26	1850
335	0	2	1.58	1.50	27	1850
336	0	2	1.58	1.50	28	1850
337	0	2	1.58	1.50	29	1850
338	0	1	2.00	2.00	30	1850
339	0	1	2.00	2.00	31	1850
340	0	1	2.00	2.00	32	1850
341	0	0	2.55	2.50	33	1850
342	4	4	1.58	1.50	15	1900
343	4	4	1.58	1.50	16	1900
344	4	4	1.58	1.50	17	1900
345	4	4	1.58	1.50	18	1900
346	4	4	1.58	1.50	19	1900
347	1	4	1.00	1.00	20	1900
348	1	4	1.00	1.00	21	1900
349	1	3	0.71	0.50	22	1900
350	1	3	0.71	0.50	23	1900
351	1	3	0.71	0.50	24	1900
352	0	3	1.41	1.00	25	1900
353	0	3	1.41	1.00	26	1900
354	0	2	1.58	1.50	27	1900
355	0	2	1.58	1.50	28	1900
356	0	2	1.58	1.50	29	1900
357	0	1	2.00	2.00	30	1900
358	0	1	2.00	2.00	31	1900
359	0	1	2.00	2.00	32	1900
360	0	0	2.55	2.50	33	1900
