	IN	OUT	RMSE	MAE	span	delta
239	1	2	2.24	2.00	450	1500
240	1	2	2.24	2.00	500	1500
241	1	3	1.58	1.50	550	1500
242	1	3	1.58	1.50	600	1500
243	1	3	1.58	1.50	650	1500
244	1	3	1.58	1.50	700	1500
245	1	3	1.58	1.50	750	1500
246	1	3	1.58	1.50	800	1500
247	1	3	1.58	1.50	850	1500
248	1	3	1.58	1.50	900	1500
249	1	3	1.58	1.50	950	1500
250	1	3	1.58	1.50	1000	1500
251	1	3	1.58	1.50	1050	1500
252	1	3	1.58	1.50	1100	1500
253	1	3	1.58	1.50	1150	1500
254	1	3	1.58	1.50	1200	1500
255	1	2	2.24	2.00	400	1550
256	1	2	2.24	2.00	450	1550
257	1	2	2.24	2.00	500	1550
258	1	3	1.58	1.50	550	1550
259	1	3	1.58	1.50	600	1550
260	1	3	1.58	1.50	650	1550
261	1	3	1.58	1.50	700	1550
262	1	3	1.58	1.50	750	1550
263	1	3	1.58	1.50	800	1550
264	1	3	1.58	1.50	850	1550
265	1	3	1.58	1.50	900	1550
266	1	3	1.58	1.50	950	1550
267	1	3	1.58	1.50	1000	1550
268	1	3	1.58	1.50	1050	1550
269	1	3	1.58	1.50	1100	1550
270	1	3	1.58	1.50	1150	1550
271	1	3	1.58	1.50	1200	1550
272	1	2	2.24	2.00	400	1600
273	1	2	2.24	2.00	450	1600
274	1	2	2.24	2.00	500	1600
275	1	3	1.58	1.50	550	1600
276	1	3	1.58	1.50	600	1600
277	1	3	1.58	1.50	650	1600
278	1	3	1.58	1.50	700	1600
279	1	3	1.58	1.50	750	1600
280	1	3	1.58	1.50	800	1600
281	1	3	1.58	1.50	850	1600
282	1	3	1.58	1.50	900	1600
283	1	3	1.58	1.50	950	1600
284	1	3	1.58	1.50	1000	1600
285	1	3	1.58	1.50	1050	1600
286	1	3	1.58	1.50	1100	1600
287	1	3	1.58	1.50	1150	1600
288	1	3	1.58	1.50	1200	1600
289	1	2	2.24	2.00	400	1650
290	1	2	2.24	2.00	450	1650
291	1	2	2.24	2.00	500	1650
292	1	3	1.58	1.50	550	1650
293	1	3	1.58	1.50	600	1650
294	1	3	1.58	1.50	650	1650
295	1	3	1.58	1.50	700	1650
296	1	3	1.58	1.50	750	1650
297	1	3	1.58	1.50	800	1650
298	1	3	1.58	1.50	850	1650
299	1	3	1.58	1.50	900	1650
300	1	3	1.58	1.50	950	1650
301	1	3	1.58	1.50	1000	1650
302	1	3	1.58	1.50	1050	1650
303	1	3	1.58	1.50	1100	1650
304	1	3	1.58	1.50	1150	1650
305	1	3	1.58	1.50	1200	1650
306	1	2	2.24	2.00	400	1700
307	1	2	2.24	2.00	450	1700
308	1	2	2.24	2.00	500	1700
309	1	3	1.58	1.50	550	1700
310	1	3	1.58	1.50	600	1700
311	1	3	1.58	1.50	650	1700
312	1	3	1.58	1.50	700	1700
313	1	3	1.58	1.50	750	1700
314	1	3	1.58	1.50	800	1700
315	1	3	1.58	1.50	850	1700
316	1	3	1.58	1.50	900	1700
317	1	3	1.58	1.50	950	1700
318	1	3	1.58	1.50	1000	1700
319	1	3	1.58	1.50	1050	1700
320	1	3	1.58	1.50	1100	1700
321	1	3	1.58	1.50	1150	1700
322	1	3	1.58	1.50	1200	1700
323	1	2	2.24	2.00	400	1750
324	1	2	2.24	2.00	450	1750
325	1	2	2.24	2.00	500	1750
326	1	3	1.58	1.50	550	1750
327	1	3	1.58	1.50	600	1750
328	1	3	1.58	1.50	650	1750
329	1	3	1.58	1.50	700	1750
330	1	3	1.58	1.50	750	1750
331	1	3	1.58	1.50	800	1750
332	1	3	1.58	1.50	850	1750
333	1	3	1.58	1.50	900	1750
334	1	3	1.58	1.50	950	1750
335	1	3	1.58	1.50	1000	1750
336	1	3	1.58	1.50	1050	1750
337	1	3	1.58	1.50	1100	1750
338	1	3	1.58	1.50	1150	1750
339	1	3	1.58	1.50	1200	1750
