	IN	OUT	RMSE	MAE	enough_zero	delta
206	0	0	1.41	1.00	31	1500
207	0	0	1.41	1.00	32	1500
208	0	0	1.41	1.00	33	1500
209	0	3	0.71	0.50	15	1550
210	0	3	0.71	0.50	16	1550
211	0	3	0.71	0.50	17	1550
212	0	3	0.71	0.50	18	1550
213	0	3	0.71	0.50	19	1550
214	0	3	0.71	0.50	20	1550
215	0	3	0.71	0.50	21	1550
216	0	3	0.71	0.50	22	1550
217	0	3	0.71	0.50	23	1550
218	0	1	0.71	0.50	24	1550
219	0	1	0.71	0.50	25	1550
220	0	1	0.71	0.50	26	1550
221	0	1	0.71	0.50	27	1550
222	0	1	0.71	0.50	28	1550
223	0	1	0.71	0.50	29	1550
224	0	0	1.41	1.00	30	1550
225	0	0	1.41	1.00	31	1550
226	0	0	1.41	1.00	32	1550
227	0	0	1.41	1.00	33	1550
228	0	3	0.71	0.50	15	1600
229	0	3	0.71	0.50	16	1600
230	0	3	0.71	0.50	17	1600
231	0	3	0.71	0.50	18	1600
232	0	3	0.71	0.50	19	1600
233	0	3	0.71	0.50	20	1600
234	0	3	0.71	0.50	21	1600
235	0	3	0.71	0.50	22	1600
236	0	3	0.71	0.50	23	1600
237	0	1	0.71	0.50	24	1600
238	0	1	0.71	0.50	25	1600
239	0	1	0.71	0.50	26	1600
240	0	1	0.71	0.50	27	1600
241	0	1	0.71	0.50	28	1600
242	0	1	0.71	0.50	29	1600
243	0	0	1.41	1.00	30	1600
244	0	0	1.41	1.00	31	1600
245	0	0	1.41	1.00	32	1600
246	0	0	1.41	1.00	33	1600
247	0	3	0.71	0.50	15	1650
248	0	3	0.71	0.50	16	1650
249	0	3	0.71	0.50	17	1650
250	0	3	0.71	0.50	18	1650
251	0	3	0.71	0.50	19	1650
252	0	3	0.71	0.50	20	1650
253	0	3	0.71	0.50	21	1650
254	0	3	0.71	0.50	22	1650
255	0	3	0.71	0.50	23	1650
256	0	1	0.71	0.50	24	1650
257	0	1	0.71	0.50	25	1650
258	0	1	0.71	0.50	26	1650
259	0	1	0.71	0.50	27	1650
260	0	1	0.71	0.50	28	1650
261	0	1	0.71	0.50	29	1650
262	0	0	1.41	1.00	30	1650
263	0	0	1.41	1.00	31	1650
264	0	0	1.41	1.00	32	1650
265	0	0	1.41	1.00	33	1650
266	0	3	0.71	0.50	15	1700
267	0	3	0.71	0.50	16	1700
268	0	3	0.71	0.50	17	1700
269	0	3	0.71	0.50	18	1700
270	0	3	0.71	0.50	19	1700
271	0	3	0.71	0.50	20	1700
272	0	3	0.71	0.50	21	1700
273	0	3	0.71	0.50	22	1700
274	0	3	0.71	0.50	23	1700
275	0	1	0.71	0.50	24	1700
276	0	1	0.71	0.50	25	1700
277	0	1	0.71	0.50	26	1700
278	0	1	0.71	0.50	27	1700
279	0	1	0.71	0.50	28	1700
280	0	1	0.71	0.50	29	1700
281	0	0	1.41	1.00	30	1700
282	0	0	1.41	1.00	31	1700
283	0	0	1.41	1.00	32	1700
284	0	0	1.41	1.00	33	1700
285	0	3	0.71	0.50	15	1750
286	0	3	0.71	0.50	16	1750
287	0	3	0.71	0.50	17	1750
288	0	3	0.71	0.50	18	1750
289	0	3	0.71	0.50	19	1750
290	0	3	0.71	0.50	20	1750
291	0	3	0.71	0.50	21	1750
292	0	3	0.71	0.50	22	1750
293	0	3	0.71	0.50	23	1750
294	0	1	0.71	0.50	24	1750
295	0	1	0.71	0.50	25	1750
296	0	1	0.71	0.50	26	1750
297	0	1	0.71	0.50	27	1750
298	0	1	0.71	0.50	28	1750
299	0	1	0.71	0.50	29	1750
300	0	0	1.41	1.00	30	1750
301	0	0	1.41	1.00	31	1750
302	0	0	1.41	1.00	32	1750
303	0	0	1.41	1.00	33	1750
304	0	3	0.71	0.50	15	1800
305	0	3	0.71	0.50	16	1800
306	0	3	0.71	0.50	17	1800
307	0	3	0.71	0.50	18	1800
308	0	3	0.71	0.50	19	1800
309	0	3	0.71	0.50	20	1800
310	0	3	0.71	0.50	21	1800
311	0	3	0.71	0.50	22	1800
312	0	3	0.71	0.50	23	1800
313	0	1	0.71	0.50	24	1800
314	0	1	0.71	0.50	25	1800
315	0	1	0.71	0.50	26	1800
316	0	1	0.71	0.50	27	1800
317	0	1	0.71	0.50	28	1800
318	0	1	0.71	0.50	29	1800
319	0	0	1.41	1.00	30	1800
320	0	0	1.41	1.00	31	1800
321	0	0	1.41	1.00	32	1800
322	0	0	1.41	1.00	33	1800
323	0	3	0.71	0.50	15	1850
324	0	3	0.71	0.50	16	1850
325	0	3	0.71	0.50	17	1850
326	0	3	0.71	0.50	18	1850
327	0	3	0.71	0.50	19	1850
328	0	3	0.71	0.50	20	1850
329	0	3	0.71	0.50	21	1850
330	0	3	0.71	0.50	22	1850
331	0	3	0.71	0.50	23	1850
332	0	1	0.71	0.50	24	1850
333	0	1	0.71	0.50	25	1850
334	0	1	0.71	0.50	26	1850
335	0	1	0.71	0.50	27	1850
336	0	1	0.71	0.50	28	1850
337	0	1	0.71	0.50	29	1850
338	0	0	1.41	1.00	30	1850
339	0	0	1.41	1.00	31	1850
340	0	0	1.41	1.00	32	1850
341	0	0	1.41	1.00	33	1850
342	0	3	0.71	0.50	15	1900
343	0	3	0.71	0.50	16	1900
344	0	3	0.71	0.50	17	1900
345	0	3	0.71	0.50	18	1900
346	0	3	0.71	0.50	19	1900
347	0	3	0.71	0.50	20	1900
348	0	3	0.71	0.50	21	1900
349	0	3	0.71	0.50	22	1900
350	0	3	0.71	0.50	23	1900
351	0	1	0.71	0.50	24	1900
352	0	1	0.71	0.50	25	1900
353	0	1	0.71	0.50	26	1900
354	0	1	0.71	0.50	27	1900
355	0	1	0.71	0.50	28	1900
356	0	1	0.71	0.50	29	1900
357	0	0	1.41	1.00	30	1900
358	0	0	1.41	1.00	31	1900
359	0	0	1.41	1.00	32	1900
360	0	0	1.41	1.00	33	1900
