	IN	OUT	RMSE	MAE	span	delta
123	2	2	1.41	1.00	900	1450
124	2	2	1.41	1.00	950	1450
125	2	2	1.41	1.00	1000	1450
126	2	2	1.41	1.00	1050	1450
127	2	2	1.41	1.00	1100	1450
128	2	2	1.41	1.00	1150	1450
129	2	2	1.41	1.00	1200	1450
130	2	1	1.58	1.50	600	1500
131	2	1	1.58	1.50	650	1500
132	2	1	1.58	1.50	700	1500
133	2	2	1.41	1.00	750	1500
134	2	2	1.41	1.00	800	1500
135	2	2	1.41	1.00	850	1500
136	2	2	1.41	1.00	900	1500
137	2	2	1.41	1.00	950	1500
138	2	2	1.41	1.00	1000	1500
139	2	2	1.41	1.00	1050	1500
140	2	2	1.41	1.00	1100	1500
141	2	2	1.41	1.00	1150	1500
142	2	2	1.41	1.00	1200	1500
143	2	1	1.58	1.50	600	1550
144	2	1	1.58	1.50	650	1550
145	2	1	1.58	1.50	700	1550
146	2	2	1.41	1.00	750	1550
147	2	2	1.41	1.00	800	1550
148	2	2	1.41	1.00	850	1550
149	2	2	1.41	1.00	900	1550
150	2	2	1.41	1.00	950	1550
151	2	2	1.41	1.00	1000	1550
152	2	2	1.41	1.00	1050	1550
153	2	2	1.41	1.00	1100	1550
154	2	2	1.41	1.00	1150	1550
155	2	2	1.41	1.00	1200	1550
156	2	1	1.58	1.50	600	1600
157	2	1	1.58	1.50	650	1600
158	2	1	1.58	1.50	700	1600
159	2	2	1.41	1.00	750	1600
160	2	2	1.41	1.00	800	1600
161	2	2	1.41	1.00	850	1600
162	2	2	1.41	1.00	900	1600
163	2	2	1.41	1.00	950	1600
164	2	2	1.41	1.00	1000	1600
165	2	2	1.41	1.00	1050	1600
166	2	2	1.41	1.00	1100	1600
167	2	2	1.41	1.00	1150	1600
168	2	2	1.41	1.00	1200	1600
169	2	1	1.58	1.50	600	1650
170	2	1	1.58	1.50	650	1650
171	2	1	1.58	1.50	700	1650
172	2	2	1.41	1.00	750	1650
173	2	2	1.41	1.00	800	1650
174	2	2	1.41	1.00	850	1650
175	2	2	1.41	1.00	900	1650
176	2	2	1.41	1.00	950	1650
177	2	2	1.41	1.00	1000	1650
178	2	2	1.41	1.00	1050	1650
179	2	2	1.41	1.00	1100	1650
180	2	2	1.41	1.00	1150	1650
181	2	2	1.41	1.00	1200	1650
182	2	1	1.58	1.50	600	1700
183	2	1	1.58	1.50	650	1700
184	2	1	1.58	1.50	700	1700
185	2	2	1.41	1.00	750	1700
186	2	2	1.41	1.00	800	1700
187	2	2	1.41	1.00	850	1700
188	2	2	1.41	1.00	900	1700
189	2	2	1.41	1.00	950	1700
190	2	2	1.41	1.00	1000	1700
191	2	2	1.41	1.00	1050	1700
192	2	2	1.41	1.00	1100	1700
193	2	2	1.41	1.00	1150	1700
194	2	2	1.41	1.00	1200	1700
195	2	1	1.58	1.50	600	1750
196	2	1	1.58	1.50	650	1750
197	2	1	1.58	1.50	700	1750
198	2	2	1.41	1.00	750	1750
199	2	2	1.41	1.00	800	1750
200	2	2	1.41	1.00	850	1750
201	2	2	1.41	1.00	900	1750
202	2	2	1.41	1.00	950	1750
203	2	2	1.41	1.00	1000	1750
204	2	2	1.41	1.00	1050	1750
205	2	2	1.41	1.00	1100	1750
206	2	2	1.41	1.00	1150	1750
207	2	2	1.41	1.00	1200	1750
208	2	1	1.58	1.50	600	1800
209	2	1	1.58	1.50	650	1800
210	2	1	1.58	1.50	700	1800
211	2	2	1.41	1.00	750	1800
212	2	2	1.41	1.00	800	1800
213	2	2	1.41	1.00	850	1800
214	2	2	1.41	1.00	900	1800
215	2	2	1.41	1.00	950	1800
216	2	2	1.41	1.00	1000	1800
217	2	2	1.41	1.00	1050	1800
218	2	2	1.41	1.00	1100	1800
219	2	2	1.41	1.00	1150	1800
220	2	2	1.41	1.00	1200	1800
221	2	1	1.58	1.50	600	1850
222	2	1	1.58	1.50	650	1850
223	2	1	1.58	1.50	700	1850
224	2	2	1.41	1.00	750	1850
225	2	2	1.41	1.00	800	1850
226	2	2	1.41	1.00	850	1850
227	2	2	1.41	1.00	900	1850
228	2	2	1.41	1.00	950	1850
229	2	2	1.41	1.00	1000	1850
230	2	2	1.41	1.00	1050	1850
231	2	2	1.41	1.00	1100	1850
232	2	2	1.41	1.00	1150	1850
233	2	2	1.41	1.00	1200	1850
234	2	1	1.58	1.50	600	1900
235	2	1	1.58	1.50	650	1900
236	2	1	1.58	1.50	700	1900
237	2	2	1.41	1.00	750	1900
238	2	2	1.41	1.00	800	1900
239	2	2	1.41	1.00	850	1900
240	2	2	1.41	1.00	900	1900
241	2	2	1.41	1.00	950	1900
242	2	2	1.41	1.00	1000	1900
243	2	2	1.41	1.00	1050	1900
244	2	2	1.41	1.00	1100	1900
245	2	2	1.41	1.00	1150	1900
246	2	2	1.41	1.00	1200	1900
