	IN	OUT	RMSE	MAE	span	delta
100	2	1	2.92	2.50	1150	1050
101	2	1	2.92	2.50	1200	1050
102	2	0	3.61	3.00	400	1100
103	2	0	3.61	3.00	450	1100
104	2	0	3.61	3.00	500	1100
105	2	1	2.92	2.50	550	1100
106	2	1	2.92	2.50	600	1100
107	2	1	2.92	2.50	650	1100
108	2	1	2.92	2.50	700	1100
109	2	1	2.92	2.50	750	1100
110	2	1	2.92	2.50	800	1100
111	2	1	2.92	2.50	850	1100
112	2	1	2.92	2.50	900	1100
113	2	1	2.92	2.50	950	1100
114	2	1	2.92	2.50	1000	1100
115	2	1	2.92	2.50	1050	1100
116	2	1	2.92	2.50	1100	1100
117	2	1	2.92	2.50	1150	1100
118	2	1	2.92	2.50	1200	1100
119	2	0	3.61	3.00	400	1150
120	2	0	3.61	3.00	450	1150
121	2	0	3.61	3.00	500	1150
122	2	1	2.92	2.50	550	1150
123	2	1	2.92	2.50	600	1150
124	2	1	2.92	2.50	650	1150
125	2	1	2.92	2.50	700	1150
126	2	1	2.92	2.50	750	1150
127	2	1	2.92	2.50	800	1150
128	2	1	2.92	2.50	850	1150
129	2	1	2.92	2.50	900	1150
130	2	1	2.92	2.50	950	1150
131	2	1	2.92	2.50	1000	1150
132	2	1	2.92	2.50	1050	1150
133	2	1	2.92	2.50	1100	1150
134	2	1	2.92	2.50	1150	1150
135	2	1	2.92	2.50	1200	1150
136	2	0	3.61	3.00	400	1200
137	2	0	3.61	3.00	450	1200
138	2	0	3.61	3.00	500	1200
139	2	1	2.92	2.50	550	1200
140	2	1	2.92	2.50	600	1200
141	2	1	2.92	2.50	650	1200
142	2	1	2.92	2.50	700	1200
143	2	1	2.92	2.50	750	1200
144	2	1	2.92	2.50	800	1200
145	2	1	2.92	2.50	850	1200
146	2	1	2.92	2.50	900	1200
147	2	1	2.92	2.50	950	1200
148	2	1	2.92	2.50	1000	1200
149	2	1	2.92	2.50	1050	1200
150	2	1	2.92	2.50	1100	1200
151	2	1	2.92	2.50	1150	1200
152	2	1	2.92	2.50	1200	1200
153	2	0	3.61	3.00	400	1250
154	2	0	3.61	3.00	450	1250
155	2	0	3.61	3.00	500	1250
156	2	1	2.92	2.50	550	1250
157	2	1	2.92	2.50	600	1250
158	2	1	2.92	2.50	650	1250
159	2	1	2.92	2.50	700	1250
160	2	1	2.92	2.50	750	1250
161	2	1	2.92	2.50	800	1250
162	2	1	2.92	2.50	850	1250
163	2	1	2.92	2.50	900	1250
164	2	1	2.92	2.50	950	1250
165	2	1	2.92	2.50	1000	1250
166	2	1	2.92	2.50	1050	1250
167	2	1	2.92	2.50	1100	1250
168	2	1	2.92	2.50	1150	1250
169	2	1	2.92	2.50	1200	1250
170	2	0	3.61	3.00	400	1300
171	2	0	3.61	3.00	450	1300
172	2	0	3.61	3.00	500	1300
173	2	1	2.92	2.50	550	1300
174	2	1	2.92	2.50	600	1300
175	2	1	2.92	2.50	650	1300
176	2	1	2.92	2.50	700	1300
177	2	1	2.92	2.50	750	1300
178	2	1	2.92	2.50	800	1300
179	2	1	2.92	2.50	850	1300
180	2	1	2.92	2.50	900	1300
181	2	1	2.92	2.50	950	1300
182	2	1	2.92	2.50	1000	1300
183	2	1	2.92	2.50	1050	1300
184	2	1	2.92	2.50	1100	1300
185	2	1	2.92	2.50	1150	1300
186	2	1	2.92	2.50	1200	1300
187	2	0	3.61	3.00	400	1350
188	2	0	3.61	3.00	450	1350
189	2	0	3.61	3.00	500	1350
190	2	1	2.92	2.50	550	1350
191	2	1	2.92	2.50	600	1350
192	2	1	2.92	2.50	650	1350
193	2	1	2.92	2.50	700	1350
194	2	1	2.92	2.50	750	1350
195	2	1	2.92	2.50	800	1350
196	2	1	2.92	2.50	850	1350
197	2	1	2.92	2.50	900	1350
198	2	1	2.92	2.50	950	1350
199	2	1	2.92	2.50	1000	1350
200	3	1	2.83	2.00	1050	1350
201	3	1	2.83	2.00	1100	1350
202	3	1	2.83	2.00	1150	1350
203	3	1	2.83	2.00	1200	1350
204	2	0	3.61	3.00	400	1400
205	2	0	3.61	3.00	450	1400
206	2	0	3.61	3.00	500	1400
207	2	1	2.92	2.50	550	1400
208	2	1	2.92	2.50	600	1400
209	2	1	2.92	2.50	650	1400
210	2	1	2.92	2.50	700	1400
211	2	1	2.92	2.50	750	1400
212	2	1	2.92	2.50	800	1400
213	2	1	2.92	2.50	850	1400
214	2	1	2.92	2.50	900	1400
215	2	1	2.92	2.50	950	1400
216	2	1	2.92	2.50	1000	1400
217	3	1	2.83	2.00	1050	1400
218	3	1	2.83	2.00	1100	1400
219	3	1	2.83	2.00	1150	1400
220	3	1	2.83	2.00	1200	1400
221	2	0	3.61	3.00	400	1450
222	2	0	3.61	3.00	450	1450
223	2	0	3.61	3.00	500	1450
224	2	1	2.92	2.50	550	1450
225	2	1	2.92	2.50	600	1450
226	2	1	2.92	2.50	650	1450
227	2	1	2.92	2.50	700	1450
228	2	1	2.92	2.50	750	1450
229	2	1	2.92	2.50	800	1450
230	2	1	2.92	2.50	850	1450
231	2	1	2.92	2.50	900	1450
232	2	1	2.92	2.50	950	1450
233	2	1	2.92	2.50	1000	1450
234	3	1	2.83	2.00	1050	1450
235	3	1	2.83	2.00	1100	1450
236	3	1	2.83	2.00	1150	1450
237	3	1	2.83	2.00	1200	1450
238	2	0	3.61	3.00	400	1500
239	2	0	3.61	3.00	450	1500
240	2	0	3.61	3.00	500	1500
241	2	1	2.92	2.50	550	1500
242	2	1	2.92	2.50	600	1500
243	2	1	2.92	2.50	650	1500
244	2	1	2.92	2.50	700	1500
245	2	1	2.92	2.50	750	1500
246	2	1	2.92	2.50	800	1500
247	2	1	2.92	2.50	850	1500
248	2	1	2.92	2.50	900	1500
249	2	1	2.92	2.50	950	1500
250	2	1	2.92	2.50	1000	1500
251	3	1	2.83	2.00	1050	1500
252	3	1	2.83	2.00	1100	1500
253	3	1	2.83	2.00	1150	1500
254	3	1	2.83	2.00	1200	1500
255	2	0	3.61	3.00	400	1550
256	2	0	3.61	3.00	450	1550
257	2	0	3.61	3.00	500	1550
258	2	1	2.92	2.50	550	1550
259	2	1	2.92	2.50	600	1550
260	2	1	2.92	2.50	650	1550
261	2	1	2.92	2.50	700	1550
262	2	1	2.92	2.50	750	1550
263	2	1	2.92	2.50	800	1550
264	2	1	2.92	2.50	850	1550
265	2	1	2.92	2.50	900	1550
266	2	1	2.92	2.50	950	1550
267	2	1	2.92	2.50	1000	1550
268	3	1	2.83	2.00	1050	1550
269	3	1	2.83	2.00	1100	1550
270	3	1	2.83	2.00	1150	1550
271	3	1	2.83	2.00	1200	1550
272	2	0	3.61	3.00	400	1600
273	2	0	3.61	3.00	450	1600
274	2	0	3.61	3.00	500	1600
275	2	1	2.92	2.50	550	1600
276	2	1	2.92	2.50	600	1600
277	2	1	2.92	2.50	650	1600
278	2	1	2.92	2.50	700	1600
279	2	1	2.92	2.50	750	1600
280	2	1	2.92	2.50	800	1600
281	2	1	2.92	2.50	850	1600
282	2	1	2.92	2.50	900	1600
283	2	1	2.92	2.50	950	1600
284	2	1	2.92	2.50	1000	1600
285	3	1	2.83	2.00	1050	1600
286	3	1	2.83	2.00	1100	1600
287	3	1	2.83	2.00	1150	1600
288	3	1	2.83	2.00	1200	1600
289	3	1	2.83	2.00	400	1650
290	3	1	2.83	2.00	450	1650
291	3	1	2.83	2.00	500	1650
292	3	1	2.83	2.00	550	1650
293	3	1	2.83	2.00	600	1650
294	3	1	2.83	2.00	650	1650
295	3	1	2.83	2.00	700	1650
296	3	1	2.83	2.00	750	1650
297	3	1	2.83	2.00	800	1650
298	3	1	2.83	2.00	850	1650
299	3	1	2.83	2.00	900	1650
300	3	1	2.83	2.00	950	1650
301	3	1	2.83	2.00	1000	1650
302	3	1	2.83	2.00	1050	1650
303	3	1	2.83	2.00	1100	1650
304	3	1	2.83	2.00	1150	1650
305	3	1	2.83	2.00	1200	1650
306	3	1	2.83	2.00	400	1700
307	3	1	2.83	2.00	450	1700
308	3	1	2.83	2.00	500	1700
309	3	1	2.83	2.00	550	1700
310	3	1	2.83	2.00	600	1700
311	3	1	2.83	2.00	650	1700
312	3	1	2.83	2.00	700	1700
313	3	1	2.83	2.00	750	1700
314	3	1	2.83	2.00	800	1700
315	3	1	2.83	2.00	850	1700
316	3	1	2.83	2.00	900	1700
317	3	1	2.83	2.00	950	1700
318	3	1	2.83	2.00	1000	1700
319	3	1	2.83	2.00	1050	1700
320	3	1	2.83	2.00	1100	1700
321	3	1	2.83	2.00	1150	1700
322	3	1	2.83	2.00	1200	1700
323	3	1	2.83	2.00	400	1750
324	3	1	2.83	2.00	450	1750
325	3	1	2.83	2.00	500	1750
326	3	1	2.83	2.00	550	1750
327	3	1	2.83	2.00	600	1750
328	3	1	2.83	2.00	650	1750
329	3	1	2.83	2.00	700	1750
330	3	1	2.83	2.00	750	1750
331	3	1	2.83	2.00	800	1750
332	3	1	2.83	2.00	850	1750
333	3	1	2.83	2.00	900	1750
334	3	1	2.83	2.00	950	1750
335	3	1	2.83	2.00	1000	1750
336	3	1	2.83	2.00	1050	1750
337	3	1	2.83	2.00	1100	1750
338	3	1	2.83	2.00	1150	1750
339	3	1	2.83	2.00	1200	1750
